PGMN_WELL	SampleDate	SampleNumber	LabName	Ionbalance	Comments
W0000436-1	2012-10-15	C198036-0001	MOE		Metals only
W0000436-1	2013-10-08	C206837-0001	MOE	0.07	
W0000436-1	2014-10-08	C215338-0001	MOE	0.5	
W0000436-1	2015-09-28	C223709-0001	MOE	5.4	
W0000436-1	2015-10-20	C224628-0001	MOE	1.9	
W0000437-1	2005-12-14	C133012-0001	MOE	7.8	
W0000437-1	2006-10-24	P07293	Maxxam Analytics Inc 	5.22	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect; Aluminum, Zinc suspect;
W0000437-1	2007-07-26	T71764	Maxxam Analytics Inc 	4.92	 
W0000437-1	2008-10-28	C164124-0001	MOE	10.0	
W0000437-1	2009-11-16	C172906-0001	MOE	0.46	
W0000437-1	2010-10-13	C180716-0001	MOE	32.0	Ionic balance > 10%, use with caution; Calcium, Alkalinity suspect
W0000437-1	2011-11-15	C190407-0004	MOE	17.0	Ionic balance > 5%, use with caution; Calcium, Magnesium, Alkalinity suspect
W0000437-1	2012-11-13	C198996-0002	MOE	31.0	Ionic balance > 10%, use with caution;
W0000437-1	2013-10-15	C207105-0004	MOE	3.8	
W0000437-1	2014-10-14	C215568-0001	MOE	25.0	Ionic balance > 10%, use with caution; Insonsistent with other results
W0000437-1	2015-10-13	C224374-0002	MOE	15.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000438-1	2006-05-03	C137386-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Cations missing;
W0000438-1	2009-10-19	C172254-0002	MOE	4.7 	
W0000439-1	2005-06-14	C126925-0002	MOE	6.6	
W0000439-1	2008-11-04	C164310-0001	MOE	6.1	
W0000439-1	2009-10-28	C172484-0001	MOE	2.8	
W0000439-1	2010-10-20	C181012-0001	MOE	2.8	
W0000439-1	2011-10-25	C189825-0001	MOE	5.8	
W0000439-1	2012-10-24	C198479-0001	MOE	1.2	
W0000439-1	2013-10-30	C207627-0001	MOE	3.5	
W0000439-1	2014-11-26	C216730-0001	MOE	3.0	
W0000439-1	2015-10-19	C224578-0001	MOE	1.3	
W0000441-1	2005-06-14	C126925-0001	MOE	11 	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000441-1	2005-08-23	C129169-0001	MOE	5.1 	
W0000441-1	2008-11-04	C164310-0002	MOE	0.86 	
W0000441-1	2009-10-27	C172484-0002	MOE	0.079 	
W0000441-1	2010-11-02	C181421-0002	MOE	 [ NDID  ] 	
W0000441-1	2011-10-31	C190005-0002	MOE	7.3	
W0000441-1	2011-10-31	C190005-0001	MOE	7.6	
W0000441-1	2012-11-13	C198994-0001	MOE	8	
W0000441-1	2013-11-12	C207930-0001	MOE	2.1	
W0000441-1	2014-11-19	C216540-0001	MOE	8.1	
W0000441-1	2015-10-20	C224635-0001	MOE	3.5	
W0000442-1	2005-06-16	C126943-0002	MOE	5.3 	
W0000442-1	2008-11-03	C164310-0003	MOE	0.28 	
W0000442-1	2009-10-20	C172253-0002	MOE	4.3 	Use with caution - Inconsistent with other results
W0000442-1	2010-11-02	C181421-0001	MOE	 [ NDID  ] 	Use with caution - Inconsistent with other results
W0000442-1	2011-11-07	C190214-0001	MOE	2	
W0000442-1	2012-10-25	C198475-0001	MOE	0.46	
W0000442-1	2012-10-25	C198475-0003	MOE	0.79	
W0000442-1	2013-10-28	C207532-0001	MOE	2.6	
W0000442-1	2014-12-01	C216833-0001	MOE	3.7	
W0000442-1	2015-11-03	C225227-0001	MOE		
W0000443-1	2005-06-16	C126943-0003	MOE	7.7	
W0000443-1	2008-11-05	C164352-0001	MOE	3.0	
W0000443-1	2009-10-21	C172281-0001	MOE	6.7	
W0000443-1	2010-10-18	C180969-0002	MOE	5.5	
W0000443-1	2011-10-26	C189883-0001	MOE	12.0	
W0000443-1	2012-10-23	C198431-0001	MOE	0.92	
W0000443-1	2013-11-20	C208170-0001	MOE	2.7	
W0000444-1	2005-06-16	C126943-0001	MOE	4.4	
W0000444-1	2008-11-03	C164310-0004	MOE	2.0	
W0000444-1	2009-11-04	C172710-0001	MOE	4.5	
W0000444-1	2010-10-27	C181244-0001	MOE	2.2	
W0000444-1	2011-11-02	C190096-0001	MOE	11.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000444-1	2012-10-25	C198475-0002	MOE	0.56	
W0000444-1	2013-11-12	C208100-0001	MOE	1.8	
W0000444-1	2014-12-03	C216881-0001	MOE	1.8	
W0000444-1	2015-10-14	C224414-0001	MOE	1.9	
W0000445-1	2006-05-03	C137386-0002	MOE	 [ NDID  ] 	Incomplete General Chemistry - Cations missing;
W0000445-1	2010-10-19	C181020-0003	MOE	0.08 	
W0000445-1	2011-11-01	C190097-0003	MOE	6.8	
W0000445-1	2012-11-06	C198829-0002	MOE	5.4	
W0000445-1	2013-11-18	C208033-0002	MOE	1.5	
W0000445-1	2014-10-15	C215620-0002	MOE	2.6	
W0000446-1	2007-09-19	C155074-0001	MOE	 [ NDID  ] 	Use with caution - Inconsistent with other results
W0000446-1	2009-10-06	C171699-0001	MOE	1.8 	
W0000446-1	2010-11-02	C181337-0002	MOE	1.4 	
W0000446-1	2011-11-07	C190164-0002	MOE	2.8	
W0000446-1	2012-10-23	C198356-0003	MOE	15	Ionic balance > 5%, use with caution;
W0000446-1	2015-11-02	C225100-0002	MOE	2.1	
W0000447-1	2005-09-29	C130620-0001	MOE	2.1	
W0000447-1	2010-07-07	C177948-0001	MOE	5.8	
W0000447-1	2010-11-04	C181493-0004	MOE	4.6	
W0000447-1	2011-11-08	C190273-0001	MOE	0.79	
W0000447-1	2012-10-24	C198474-0004	MOE	0.36	
W0000447-1	2013-10-22	C207402-0007	MOE	2.8	
W0000447-1	2014-11-05	C216281-0002	MOE	0.71	
W0000447-1	2015-09-30	C223885-0003	MOE	0.028999999999999998	
W0000448-1	2005-09-29	C130620-0002	MOE	4 	
W0000448-1	2010-05-06	C176203-0009	MOE	 [ NDID  ] 	Ionic balance > 5%, use with caution;
W0000448-1	2010-11-04	C181493-0005	MOE	24 	Ionic balance > 10%, use with caution; Chloride suspect
W0000448-1	2011-11-08	C190273-0002	MOE	2.2	
W0000448-1	2013-11-14	C207966-0001	MOE	1.8	
W0000448-1	2014-11-05	C216281-0003	MOE	8.3	
W0000448-1	2015-09-30	C223885-0004	MOE	4.6	
W0000449-1	2005-09-27	C130621-0002	MOE	3.3 	
W0000449-1	2010-05-06	C176203-0010	MOE	 [ NDID  ] 	
W0000449-1	2010-11-05	C181493-0006	MOE	4.3 	
W0000449-1	2011-11-16	C190456-0003	MOE	240	Ionic balance > 50%, use with caution; Cations suspect
W0000449-1	2012-10-24	C198474-0005	MOE	4.2	
W0000449-1	2013-10-23	C207402-0008	MOE	4	
W0000449-1	2014-11-06	C216281-0004	MOE	6.3	
W0000449-1	2015-09-29	C223885-0005	MOE	1.4	
W0000450-1	2005-09-29	C130584-0003	MOE	5.3 	
W0000450-1	2010-05-05	C176203-0011	MOE	 [ NDID  ] 	
W0000450-1	2010-11-17	C181744-0005	MOE	7.1 	
W0000450-1	2011-11-08	C190273-0003	MOE	0.15	
W0000450-1	2012-11-01	C198641-0004	MOE	0.48	
W0000450-1	2013-10-22	C207402-0009	MOE	5.2	
W0000451-1	2005-09-29	C130584-0002	MOE	2 	
W0000451-1	2010-05-05	C176203-0012	MOE	 [ NDID  ] 	
W0000451-1	2010-11-04	C181493-0007	MOE	2.4 	
W0000451-1	2011-11-08	C190273-0004	MOE	4.3	
W0000451-1	2012-11-01	C198641-0005	MOE	5.6	
W0000451-1	2013-10-22	C207402-0010	MOE	3.9	
W0000451-1	2015-10-01	C223885-0006	MOE	0.39	
W0000452-1	2007-04-04	C150840-0001	MOE	5.0	
W0000452-1	2008-09-15	C162885-0001	MOE	3.1	
W0000452-1	2010-01-22	C174223-0001	MOE	0.74	
W0000452-1	2010-11-24	C181901-0001	MOE	3.5	
W0000452-1	2011-11-23	C190664-0003	MOE		Ionic balance > 5%, use with caution; Sulphate inconsistent
W0000452-1	2012-10-15	C198164-0001	MOE	4.2	
W0000452-1	2013-11-06	C207813-0001	MOE	6.9	
W0000452-1	2014-11-24	C216591-0001	MOE	32.0	Ionic balance > 10%, use with caution; Alkalinity suspect
W0000452-1	2015-09-21	C223463-0001	MOE	1.7	
W0000453-1	2006-09-26	C146654-0001	MOE	11.0	Ionic balance > 5%, use with caution;
W0000453-1	2008-11-10	C164466-0001	MOE	4.0	
W0000453-1	2009-11-12	C172858-0001	MOE	5.9	
W0000453-1	2010-11-08	C181545-0001	MOE	4.2	
W0000453-1	2011-11-09	C190268-0001	MOE	3.2	
W0000453-1	2012-11-06	C198827-0001	MOE	3.8	
W0000453-1	2013-11-25	C208268-0001	MOE	1.4	
W0000453-1	2014-12-08	C216948-0001	MOE	1.2	
W0000453-1	2015-11-16	C225554-0001	MOE	13.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000454-1	2006-08-02	C143534-0002	MOE	11.0	
W0000454-1	2007-10-04	142816	TESTMARK Laboratories Ltd.	15.05	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000454-1	2008-10-01	C163362-0003	MOE	13.0	Ionic balance > 5%, use with caution;
W0000454-1	2009-10-01	C171586-0001	MOE	8.0	
W0000454-1	2010-09-29	C180441-0001	MOE	5.2	
W0000454-1	2011-09-21	C188737-0002	MOE		
W0000454-1	2012-08-15	C196509-0004	MOE	2.5	
W0000454-1	2013-09-05	C205785-0001	MOE		
W0000454-1	2014-10-08	C215397-0002	MOE	2.4	
W0000454-1	2015-10-21	C224638-0007	MOE	3.8	
W0000455-1	2006-08-01	C143534-0001	MOE	6.0	
W0000455-1	2007-10-04	142814	TESTMARK Laboratories Ltd.	0.64	
W0000455-1	2008-10-02	C163362-0006	MOE	5.9	
W0000455-1	2009-09-29	C171586-0002	MOE	0.27	
W0000455-1	2010-09-30	C180441-0002	MOE	0.27	
W0000455-1	2011-09-22	C188737-0001	MOE		
W0000455-1	2012-08-14	C196509-0001	MOE	7.6	
W0000455-1	2013-09-06	C205848-0001	MOE	3.2	
W0000455-1	2014-10-09	C215397-0005	MOE	1.2	
W0000455-1	2015-10-21	C224638-0004	MOE	1.6	
W0000456-1	2006-08-02	C143534-0003	MOE	5.1	
W0000456-1	2007-10-04	142815	TESTMARK Laboratories Ltd.	11.39	Aluminum suspect;
W0000456-1	2008-10-01	C163362-0002	MOE	2.8	
W0000456-1	2009-09-30	C171586-0003	MOE	2.3	
W0000456-1	2010-09-30	C180441-0003	MOE	0.11	
W0000456-1	2011-09-21	C188737-0004	MOE		Ionic balance > 5%, use with caution;
W0000456-1	2012-08-15	C196509-0003	MOE	3.4	
W0000456-1	2013-09-06	C205848-0002	MOE	2.0	
W0000456-1	2013-09-06	C205848-0004	MOE	2.4	
W0000456-1	2014-10-08	C215397-0001	MOE	2.1	
W0000456-1	2015-10-20	C224638-0001	MOE	25.0	Ionic balance > 10%, use with caution; Calcium, Alkalinity suspect
W0000457-1	2006-08-03	C143618-0001	MOE	0.26	
W0000457-1	2007-10-04	142813	TESTMARK Laboratories Ltd.	-8.99	Ionic balance > 5%, use with caution; Calcium suspect
W0000457-1	2008-10-01	C163362-0004	MOE	6.9	
W0000457-1	2009-09-29	C171586-0004	MOE	7.8	
W0000457-1	2010-09-30	C180441-0004	MOE	0.5	
W0000457-1	2011-09-22	C188737-0005	MOE		
W0000458-1	2006-07-07	C142071-0001	MOE	4.1	
W0000458-1	2007-09-20	B07-29104-17	Caduceon Environmental Laboratories	2.01	 
W0000458-1	2009-10-22	C172420-0002	MOE	3.1	
W0000458-1	2010-12-08	C182251-0002	MOE	83.0	Ionic balance > 50%, use with caution; Chloride, Sulphate suspect
W0000458-1	2011-11-10	C190404-0007	MOE	38.0	
W0000458-1	2012-10-24	C198435-0007	MOE	5.7	
W0000458-1	2013-10-23	C207403-0005	MOE	0.44	
W0000458-1	2014-10-21	C215842-0008	MOE	1.1	
W0000458-1	2015-09-23	C223610-0008	MOE	9.7	
W0000459-1	2006-05-24	C139047-0001	MOE	6.5	
W0000459-1	2006-11-24	P71924	Maxxam Analytics Inc 	1.57	 
W0000459-1	2007-03-27	R54218	Maxxam Analytics Inc 	8.73	Ionic balance > 5%, use with caution;
W0000459-1	2008-09-16	C162965-0002	MOE	3.1	Use with caution - Inconsistent with other results; Chloride, Sodium suspect
W0000459-1	2009-10-13	C171994-0006	MOE	0.34	Use with caution - Inconsistent with other results; Chloride, Sodium suspect
W0000459-1	2010-10-20	C180971-0001	MOE	1.1	
W0000459-1	2011-11-15	C190405-0001	MOE	110.0	Ionic balance > 20%, use with caution; Cations suspect
W0000459-1	2012-10-17	C198160-0001	MOE	1.0	
W0000459-1	2013-10-30	C207594-0001	MOE	3.5	
W0000459-1	2014-10-20	C215711-0001	MOE	0.16	
W0000459-1	2015-10-06	C224068-0001	MOE	4.7	
W0000460-1	2006-05-24	C139048-0001	MOE	2 	
W0000460-1	2006-11-09	P42747	Maxxam Analytics Inc 	3.83 	Aluminum suspect;
W0000460-1	2007-03-26	R52944	Maxxam Analytics Inc 	1.52 	 
W0000460-1	2008-09-16	C162965-0009	MOE	0.9 	
W0000460-1	2009-10-13	C171994-0007	MOE	10 	
W0000460-1	2010-10-18	C180820-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing
W0000460-1	2011-11-14	C190352-0001	MOE	41	
W0000460-1	2012-10-17	C198161-0001	MOE	5.3	
W0000460-1	2013-10-23	C207353-0001	MOE	2.6	
W0000460-1	2014-10-14	C215497-0001	MOE	2.1	
W0000460-1	2015-10-05	C223976-0001	MOE	3.6	
W0000461-1	2006-05-25	C139049-0001	MOE	0.37 	
W0000461-1	2006-11-24	P71933	Maxxam Analytics Inc 	0.765 	 
W0000461-1	2007-03-27	R54219	Maxxam Analytics Inc 	7.99 	Ionic balance > 5%, use with caution; Sodium suspect
W0000461-1	2008-09-16	C162965-0005	MOE	8 	
W0000461-1	2009-10-14	C171994-0008	MOE	8.2 	
W0000461-1	2010-10-18	C180821-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing
W0000461-1	2011-10-26	C189823-0001	MOE	3.4	
W0000461-1	2012-10-16	C198095-0001	MOE	0.63	
W0000461-1	2013-10-21	C207177-0001	MOE	1.5	
W0000461-1	2014-10-14	C215498-0001	MOE	10	
W0000461-1	2015-09-29	C223783-0001	MOE		
W0000462-1	2006-05-25	C139050-0001	MOE	15.0	Ionic balance > 5%, use with caution;
W0000462-1	2006-11-24	P74618	Maxxam Analytics Inc 	4.8	Ionic balance > 5%, use with caution; Calcium suspect
W0000462-1	2007-03-27	R54217	Maxxam Analytics Inc 	8.96	Ionic balance > 5%, use with caution;
W0000462-1	2008-09-16	C162965-0007	MOE	0.25	
W0000463-1	2006-06-22	C141437-0004	MOE	4.6	
W0000463-1	2008-11-17	C164614-0001	MOE	2.6	
W0000463-1	2009-11-24	C173175-0001	MOE	6.7	
W0000463-1	2010-10-13	C180747-0003	MOE	1.0	
W0000463-1	2011-10-18	C189660-0002	MOE	0.91	
W0000463-1	2012-10-17	C198247-0004	MOE	10.0	Ionic balance > 5%, use with caution;
W0000463-1	2013-10-02	C206681-0003	MOE	6.6	
W0000463-1	2014-09-30	C215100-0003	MOE	3.7	
W0000463-1	2015-10-06	C224116-0003	MOE	4.2	
W0000464-1	2006-06-22	C141437-0003	MOE	11.0	
W0000464-1	2009-05-06	C167823-0001	MOE	2.0	
W0000464-1	2010-10-13	C180747-0004	MOE	1.3	
W0000465-1	2006-06-21	C141437-0001	MOE	4.3	
W0000465-1	2008-11-12	C164511-0001	MOE	0.077	
W0000466-1	2006-06-22	C141437-0006	MOE	5.2	
W0000466-1	2008-11-13	C164511-0002	MOE	1.7	
W0000466-1	2009-11-23	C173175-0003	MOE	3.0	
W0000466-1	2010-10-12	C180747-0001	MOE	9.9	
W0000466-1	2012-11-05	C198868-0001	MOE	0.66	
W0000466-1	2013-10-02	C206681-0002	MOE	1.3	
W0000466-1	2014-09-30	C215100-0002	MOE	0.24	
W0000466-1	2015-10-05	C224116-0002	MOE	3.4	
W0000467-1	2006-06-21	C141437-0002	MOE	8.3	Use with caution - Inconsistent with other results
W0000467-1	2008-11-13	C164511-0003	MOE	5.3	
W0000467-1	2009-11-23	C173175-0002	MOE	0.13	
W0000467-1	2010-10-12	C180747-0002	MOE	2.5	
W0000467-1	2011-10-17	C189660-0001	MOE	2.7	
W0000467-1	2012-01-06	C191475-0001	MOE	5.0	
W0000467-1	2012-10-15	C198247-0001	MOE	14.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000467-1	2013-10-01	C206681-0001	MOE	6.5	
W0000467-1	2014-09-29	C215100-0001	MOE	0.34	
W0000467-1	2015-10-26	C224860-0001	MOE	1.1	
W0000468-1	2007-05-17	C151645-0001	MOE	14.0	Ionic balance > 5%, use with caution; Calcium suspect; Antimony suspect
W0000468-1	2008-09-23	C163085-0001	MOE	4.6	
W0000468-1	2009-10-14	C171995-0002	MOE	4.8	
W0000468-1	2010-11-09	C181543-0003	MOE	2.2	
W0000468-1	2011-11-15	C190401-0002	MOE	1.1	
W0000468-1	2012-10-15	C198164-0002	MOE	1.8	
W0000468-1	2013-10-16	C207055-0001	MOE	2.0	
W0000468-1	2014-11-04	C216185-0001	MOE	3.1	
W0000468-1	2015-11-09	C225350-0001	MOE	11.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000469-1	2007-05-24	C152013-0002	MOE	12.0	Use with caution - Inconsistent with other results
W0000469-1	2009-10-13	C172017-0002	MOE	5.6	
W0000469-1	2010-11-09	C181541-0002	MOE	4.6	
W0000469-1	2011-12-05	C190959-0002	MOE		
W0000469-1	2012-11-14	C199028-0002	MOE	0.93	
W0000469-1	2013-11-18	C208101-0003	MOE	2.1	
W0000469-1	2014-10-21	C215840-0001	MOE	3.9	
W0000469-1	2015-10-14	C224418-0003	MOE	9.6	
W0000470-1	2008-12-01	C164970-0002	MOE	1.9	Use with caution - Inconsistent with other results
W0000470-1	2009-11-09	C172775-0001	MOE	0.31	Use with caution - Inconsistent with other results
W0000470-1	2010-11-23	C181902-0002	MOE	30.0	Ionic balance > 10%, use with caution;
W0000470-1	2011-10-18	C189584-0001	MOE	0.4	Use with caution - Inconsistent with other results
W0000470-1	2012-11-07	C198866-0001	MOE	20.0	Ionic balance > 5%, use with caution;
W0000470-1	2015-11-17	C225610-0003	MOE	6.3	
W0000471-1	2006-06-06	C140488-0001	MOE	14.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000471-1	2007-09-13	471-1-0709	SGS Lakefield Research Limited		 
W0000471-1	2008-11-05	C164312-0001	MOE	0.86	
W0000471-1	2009-10-14	C172020-0005	MOE	0.54	
W0000471-1	2009-10-14	C172020-0001	MOE	0.43	
W0000471-1	2011-09-28	C188912-0003	MOE		
W0000471-1	2011-09-28	C188912-0001	MOE		Ionic balance > 5%, use with caution;
W0000471-1	2013-09-23	C206258-0001	MOE	1.0	
W0000471-1	2014-10-15	C215569-0001	MOE	8.0	
W0000471-1	2015-09-30	C223848-0001	MOE	11.0	Ionic balance > 5%, use with caution;
W0000473-1	2007-11-15	C156398-0001	MOE	8.0	Antimony suspect
W0000473-1	2009-05-07	C167823-0002	MOE	2.7	
W0000473-1	2010-10-15	C180817-0001	MOE	16.0	Ionic balance > 5%, use with caution;
W0000473-1	2011-10-25	C189880-0002	MOE	3.8	
W0000473-1	2012-10-17	C198247-0003	MOE	13.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000473-1	2013-10-08	C206934-0001	MOE	6.1	
W0000473-1	2014-10-07	C215334-0001	MOE	4.5	
W0000473-1	2015-10-14	C224413-0001	MOE	4.2	
W0000474-1	2007-11-15	C156398-0002	MOE	8.2	Antimony suspect
W0000474-1	2008-12-02	C164996-0001	MOE	2.1	
W0000474-1	2009-11-24	C173175-0004	MOE	5.5	
W0000474-1	2010-10-14	C180747-0005	MOE	3.9	
W0000474-1	2012-11-06	C198868-0002	MOE	3.0	
W0000474-1	2013-10-08	C206934-0002	MOE	1.9	
W0000474-1	2014-10-06	C215334-0002	MOE	32.0	Ionic balance > 10%, use with caution; Sulphate inconsistent with other results
W0000474-1	2015-10-14	C224413-0002	MOE	9.1	Fluoride suspect
W0000475-1	2007-11-15	C156398-0003	MOE	3.4	Antimony suspect
W0000475-1	2008-12-03	C164996-0002	MOE	2.6	
W0000475-1	2009-05-07	C167823-0003	MOE	1.6	
W0000475-1	2010-10-15	C180817-0002	MOE	1.3	
W0000475-1	2011-10-25	C189880-0001	MOE	2.1	
W0000475-1	2012-10-16	C198247-0002	MOE	22.0	Ionic balance > 10%, use with caution; Calcium, Alkalinity suspect
W0000475-1	2013-10-16	C207054-0001	MOE	5.7	
W0000475-1	2014-10-07	C215334-0003	MOE	16.0	Ionic balance > 5%, use with caution; Sulphate inconsistent with other results
W0000475-1	2015-10-20	C224634-0001	MOE	3.1	Strontium suspect
W0000476-1	2008-10-06	C163424-0001	MOE	2.2	
W0000476-1	2010-03-25	C175359-0001	MOE	2.1	
W0000476-1	2010-06-07	C177063-0001			
W0000476-1	2010-10-06	C180544-0001	MOE	4.0	
W0000476-1	2011-10-05	C189098-0002	MOE		
W0000476-1	2012-10-03	C197757-0001	MOE	3.4	
W0000476-1	2013-10-09	C206893-0002	MOE	0.45	
W0000476-1	2014-10-14	C215495-0002	MOE	0.93	
W0000476-1	2015-09-21	C223467-0001	MOE	17.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000477-1	2008-09-29	C163225-0002	MOE	19.0	Ionic balance > 5%, use with caution; No VOC/Pesticides
W0000477-1	2009-10-26	C172350-0001	MOE	1.6	
W0000477-1	2010-11-01	C181301-0002	MOE	0.6	
W0000477-1	2011-09-21	C188704-0002	MOE		Ionic balance > 5%, use with caution; Calcium suspect
W0000477-1	2012-10-09	C197843-0001	MOE	16.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000477-1	2013-10-02	C206612-0002	MOE	6.7	
W0000477-1	2014-10-06	C215221-0001	MOE	0.27	
W0000477-1	2015-09-21	C223465-0001	MOE	10.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000478-1	2008-09-29	C163225-0001	MOE	15.0	Ionic balance > 5%, use with caution; No VOC/Pesticides
W0000478-1	2009-11-12	C172849-0001	MOE	4.7	
W0000478-1	2010-10-12	C180657-0001	MOE	2.0	
W0000478-1	2011-09-21	C188704-0001	MOE		
W0000478-1	2012-09-24	C197520-0001	MOE	13.0	Ionic balance > 5%, use with caution;
W0000478-1	2013-09-17	C206115-0001	MOE		
W0000478-1	2014-10-06	C215221-0002	MOE	0.59	
W0000478-1	2015-09-16	C223291-0001	MOE	8.8	
W0000479-1	2009-04-16	C167341-0001	MOE	5.5	
W0000479-1	2009-09-23	C171385-0001	MOE	2.3	
W0000479-1	2010-10-25	C181077-0001	MOE	5.9	
W0000479-1	2011-10-25	C189772-0001	MOE	7.3	
W0000479-1	2012-10-18	C198224-0001	MOE	8.2	
W0000479-1	2013-10-03	C206680-0001	MOE	3.1	
W0000479-1	2014-09-23	C214827-0001	MOE	2.8	
W0000479-1	2015-09-10	C223121-0001	MOE	9.1	
W0000480-1	2008-09-16	C162857-0001	MOE	1.1	
W0000480-1	2009-09-24	C171401-0001	MOE	2.4	
W0000480-1	2010-10-27	C181245-0001	MOE	1.3	
W0000480-1	2011-10-25	C189773-0001	MOE	6.3	
W0000480-1	2012-10-17	C198166-0001	MOE	18.0	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000480-1	2013-10-03	C206679-0001	MOE	1.6	
W0000480-1	2014-09-17	C214702-0001	MOE	0.48	
W0000480-1	2015-09-08	C223045-0001	MOE	4.9	
W0000481-1	2009-07-15	C169528-0001	MOE	1.8	
W0000481-1	2009-10-27	C172382-0001	MOE	2.4	
W0000481-1	2014-11-26	C216703-0003	MOE	9.0	
W0000481-1	2015-12-09	C226120-0001	MOE	13.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000482-1	2008-09-30	C163362-0001	MOE	6.8	
W0000482-1	2009-09-30	C171586-0005	MOE	6.3	
W0000482-1	2010-10-01	C180441-0005	MOE	4.0	
W0000482-1	2011-09-29	C188951-0001	MOE		
W0000482-1	2012-08-14	C196509-0002	MOE	3.2	
W0000482-1	2013-09-09	C205848-0003	MOE	9.9	
W0000482-1	2014-10-09	C215397-0007	MOE	3.9	
W0000482-1	2015-10-21	C224638-0006	MOE	3.8	
W0000484-1	2009-10-08	C171806-0007	MOE	5.3	
W0000484-1	2010-11-22	C181844-0001	MOE		
W0000484-1	2011-10-11	C189285-0007	MOE	6.1	
W0000484-1	2012-10-01	C197712-0001	MOE	32.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000484-1	2013-10-28	C207629-0001	MOE	5.1	
W0000484-1	2014-10-08	C215395-0001	MOE	3.2	
W0000484-1	2015-10-19	C224697-0002	MOE		
W0000485-2	2010-11-22	C181844-0002	MOE		
W0000485-2	2011-10-11	C189285-0008	MOE	3.7	
W0000485-2	2012-10-01	C197712-0002	MOE	45.0	Ionic balance > 15%, use with caution; Calcium suspect
W0000485-2	2013-10-28	C207629-0002	MOE	4.5	
W0000485-2	2014-10-08	C215395-0002	MOE	1.8	
W0000485-2	2015-10-19	C224697-0003	MOE		Ionic balance > 5%, use with caution; Alkalinity suspect
W0000486-1	2009-11-10	C172795-0001	MOE	6.6	
W0000486-1	2010-11-23	C181903-0002	MOE	1.1	
W0000486-1	2011-10-27	C189878-0001	MOE	15.0	
W0000486-1	2012-10-11	C197954-0001	MOE	29.0	Ionic balance > 10%, use with caution; Calcium, Alkalinity suspect
W0000486-1	2013-05-01	C202101-0001	MOE	0.77	
W0000486-1	2013-10-02	C206678-0001	MOE	0.36	
W0000486-1	2014-09-25	C214905-0001	MOE	1.5	
W0000486-1	2015-09-24	C223612-0001	MOE	17.0	Ionic balance > 5%, use with caution; Alkalinity suspect; Sulphate suspect
W0000487-2	2010-11-24	C181924-0001	MOE	2.5	
W0000487-2	2011-12-12	C191109-0003	MOE	1.0	
W0000487-2	2013-11-19	C208133-0003	MOE		Ionic balance > 20%, use with caution;
W0000487-2	2014-12-01	C216835-0001	MOE	11.0	Ionic balance > 5%, use with caution;
W0000487-2	2015-11-17	C225610-0001	MOE	12.0	Ionic balance > 5%, use with caution;
W0000488-3	2012-06-19	C194913-0001	MOE	0.22	
W0000488-3	2012-10-16	C198168-0002	MOE	5.5	
W0000488-3	2013-10-22	C207354-0002	MOE	1.3	
W0000488-3	2014-10-14	C215496-0001	MOE	4.4	
W0000488-3	2015-10-27	C224913-0001	MOE	18.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000495-1	2012-06-06	C194571-0001	MOE	1.9	
W0000495-1	2013-10-30	C207629-0003	MOE	1.8	
W0000495-1	2014-10-27	C215994-0001	MOE	6.8	
W0000495-1	2015-10-21	C224697-0004	MOE		
W0000496-1	2012-06-05	C194437-0001	MOE	2.2	
W0000496-1	2012-10-03	C197792-0001	MOE	4.8	
W0000496-1	2013-11-05	C207812-0001	MOE	7.4	
W0000496-1	2014-10-14	C215575-0001	MOE	0.071	
W0000496-1	2015-10-21	C224697-0005	MOE		Ionic balance > 5%, use with caution; Alkalinity suspect
W0000497-1	2015-12-03	C225975-0001	MOE	1.3	
W0000498-1	2012-10-04	C197761-0002	MOE	19.0	Ionic balance > 5%, use with caution; Nitrate missing
W0000498-1	2013-04-30	C202061-0002	MOE	0.48	
W0000498-1	2013-10-03	C206676-0001	MOE	0.28	
W0000498-1	2014-09-25	C214908-0001	MOE	37.0	Ionic balance > 15%, use with caution; Calcium suspect
